id,neutrino,E,A,nBorF,Z,aBorF,E1,A1,nBorF1,Z1,aBorF1,E2,A2,nBorF2,Z2,aBorF2,MeV
1583,right,Ir,191,f,77,b,Be,9,f,4,f,W,182,b,74,b,0.367007
1584,none,Ir,191,f,77,b,B,11,f,5,b,Hf,180,b,72,b,4.410600
1585,right,Ir,191,f,77,b,B,11,f,5,b,Ta,180,b,73,f,3.749262
1586,right,Ir,191,f,77,b,C,12,b,6,b,Hf,179,f,72,f,13.814056
1587,right,Ir,191,f,77,b,C,13,f,6,f,Hf,178,b,72,b,12.692537
1588,none,Ir,191,f,77,b,N,15,f,7,b,Yb,176,b,70,b,16.768800
1589,right,Ir,191,f,77,b,N,15,f,7,b,Lu,176,b,71,f,16.768755
1590,right,Ir,191,f,77,b,O,17,f,8,f,Yb,174,b,70,b,21.141188
1591,right,Ir,191,f,77,b,O,18,b,8,b,Yb,173,f,70,f,21.787645
1592,right,Ir,191,f,77,b,Ne,21,f,10,f,Er,170,b,68,b,29.333679
1593,right,Ir,193,f,77,b,He,4,b,2,b,Os,189,f,76,f,2.260734
1594,right,Ir,193,f,77,b,Be,9,f,4,f,W,184,b,74,b,0.096873
1595,right,Ir,193,f,77,b,C,13,f,6,f,Hf,180,b,72,b,12.217475
1596,right,Ir,193,f,77,b,O,17,f,8,f,Yb,176,b,70,b,19.939561
1597,none,Pt,190,b,78,b,He,4,b,2,b,Os,186,b,76,b,3.173600
1598,left,Pt,190,b,78,b,B,10,b,5,f,Hf,180,b,72,b,0.187232
1599,right,Pt,190,b,78,b,B,10,b,5,f,W,180,b,74,b,0.028874
1600,left,Pt,190,b,78,b,B,11,f,5,b,Hf,179,f,72,f,4.308162
1601,none,Pt,190,b,78,b,C,12,b,6,b,Hf,178,b,72,b,14.978400
1602,none,Pt,190,b,78,b,C,13,f,6,f,Hf,177,f,72,f,12.217500
1603,left,Pt,190,b,78,b,N,14,b,7,f,Yb,176,b,70,b,13.011112
1604,none,Pt,190,b,78,b,N,14,b,7,f,Lu,176,b,71,f,13.011100
1605,right,Pt,190,b,78,b,N,14,b,7,f,Hf,176,b,72,b,14.026436
1606,none,Pt,190,b,78,b,N,15,f,7,b,Lu,175,f,71,b,17.653700
1607,none,Pt,190,b,78,b,O,16,b,8,b,Yb,174,b,70,b,24.232800
1608,none,Pt,190,b,78,b,O,17,f,8,f,Yb,173,f,70,f,20.973500
1609,none,Pt,190,b,78,b,O,18,b,8,b,Yb,172,b,70,b,22.570100
1610,right,Pt,190,b,78,b,F,19,f,9,b,Yb,171,f,70,f,23.347898
1611,none,Pt,190,b,78,b,Ne,20,b,10,b,Er,170,b,68,b,29.805900
1612,right,Pt,190,b,78,b,Ne,21,f,10,f,Tm,169,f,69,b,29.575867
1613,none,Pt,190,b,78,b,Ne,22,b,10,b,Er,168,b,68,b,33.706100
1614,right,Pt,190,b,78,b,Na,23,f,11,b,Er,167,f,68,f,35.515074
1615,right,Pt,190,b,78,b,Mg,25,f,12,f,Ho,165,f,67,b,40.808755
1616,none,Pt,190,b,78,b,Mg,26,b,12,b,Dy,164,b,66,b,45.204500
1617,right,Pt,190,b,78,b,Al,27,f,13,b,Dy,163,f,66,f,46.616620
1618,none,Pt,190,b,78,b,Si,30,b,14,b,Gd,160,b,64,b,55.022400
1619,none,Pt,190,b,78,b,Ar,40,b,18,b,Nd,150,b,60,b,71.590900
1620,right,Pt,190,b,78,b,K,40,b,19,f,Nd,150,b,60,b,70.078162
1621,none,Pt,190,b,78,b,Ca,48,b,20,b,Ce,142,b,58,b,91.795900
1622,right,Pt,190,b,78,b,Cr,53,f,24,f,Cs,137,f,55,b,104.773523
1623,none,Pt,190,b,78,b,Cr,54,b,24,b,Xe,136,b,54,b,106.050600
1624,none,Pt,190,b,78,b,Cr,54,b,24,b,Xe,136,b,54,b,106.050600
1625,right,Pt,190,b,78,b,Co,60,b,27,f,Te,130,b,52,b,111.261379
1626,none,Pt,192,b,78,b,He,4,b,2,b,Os,188,b,76,b,2.661300
1627,right,Pt,192,b,78,b,B,10,b,5,f,W,182,b,74,b,0.205858
1628,none,Pt,192,b,78,b,B,11,f,5,b,Ta,181,f,73,b,3.861000
1629,none,Pt,192,b,78,b,C,12,b,6,b,Hf,180,b,72,b,13.618400
1630,right,Pt,192,b,78,b,C,12,b,6,b,Ta,180,b,73,f,12.957081
1631,none,Pt,192,b,78,b,C,13,f,6,f,Hf,179,f,72,f,11.230100
1632,right,Pt,192,b,78,b,N,14,b,7,f,Hf,178,b,72,b,13.337131
1633,right,Pt,192,b,78,b,N,15,f,7,b,Hf,177,f,72,f,16.619716
1634,none,Pt,192,b,78,b,O,16,b,8,b,Yb,176,b,70,b,22.146300
1635,right,Pt,192,b,78,b,O,16,b,8,b,Lu,176,b,71,f,22.146270
1636,right,Pt,192,b,78,b,O,17,f,8,f,Lu,175,f,71,b,19.939561
1637,none,Pt,192,b,78,b,O,18,b,8,b,Yb,174,b,70,b,21.657200
1638,right,Pt,192,b,78,b,F,19,f,9,b,Yb,173,f,70,f,23.031190
1639,none,Pt,192,b,78,b,Ne,22,b,10,b,Er,170,b,68,b,32.169100
1640,none,Pt,194,b,78,b,He,4,b,2,b,Os,190,b,76,b,1.496900
1641,right,Pt,194,b,78,b,B,11,f,5,b,W,183,f,74,f,2.994752
1642,right,Pt,194,b,78,b,C,13,f,6,f,Ta,181,f,73,b,10.689824
1643,right,Pt,194,b,78,b,N,14,b,7,f,Hf,180,b,72,b,11.884000
1644,right,Pt,194,b,78,b,N,15,f,7,b,Hf,179,f,72,f,15.539183
1645,none,Pt,194,b,78,b,O,18,b,8,b,Yb,176,b,70,b,19.477500
1646,right,Pt,194,b,78,b,O,18,b,8,b,Lu,176,b,71,f,19.477540
1647,right,Pt,195,f,78,f,He,4,b,2,b,Ir,191,f,77,b,1.273350
1648,right,Pt,195,f,78,f,B,11,f,5,b,W,184,b,74,b,4.215009
1649,right,Pt,195,f,78,f,N,15,f,7,b,Hf,180,b,72,b,16.675605
1650,right,Pt,195,f,78,f,F,19,f,9,b,Yb,176,b,70,b,22.053121
1651,none,Pt,196,b,78,b,He,4,b,2,b,Os,192,b,76,b,0.901700
1652,none,Au,197,f,79,b,He,4,b,2,b,Ir,193,f,77,b,0.623200
1653,none,Au,197,f,79,b,B,11,f,5,b,W,186,b,74,b,2.707900
1654,right,Au,197,f,79,b,C,13,f,6,f,W,184,b,74,b,11.371678
1655,right,Au,197,f,79,b,O,17,f,8,f,Hf,180,b,72,b,19.196228
1656,right,Au,197,f,79,b,O,18,b,8,b,Hf,179,f,72,f,19.907890
1657,right,Au,197,f,79,b,Ne,21,f,10,f,Yb,176,b,70,b,27.910356
1658,none,Hg,196,b,80,b,He,4,b,2,b,Pt,192,b,78,b,1.666400
1659,none,Hg,196,b,80,b,B,11,f,5,b,Re,185,f,75,b,3.257400
1660,none,Hg,196,b,80,b,C,12,b,6,b,W,184,b,74,b,13.815900
1661,none,Hg,196,b,80,b,C,13,f,6,f,W,183,f,74,f,11.343700
1662,right,Hg,196,b,80,b,N,14,b,7,f,W,182,b,74,b,13.329679
1663,none,Hg,196,b,80,b,N,15,f,7,b,Ta,181,f,73,b,16.519100
1664,none,Hg,196,b,80,b,O,16,b,8,b,Hf,180,b,72,b,22.446200
1665,right,Hg,196,b,80,b,O,16,b,8,b,Ta,180,b,73,f,21.784851
1666,none,Hg,196,b,80,b,O,17,f,8,f,Hf,179,f,72,f,19.252100
1667,none,Hg,196,b,80,b,O,18,b,8,b,Hf,178,b,72,b,21.230600
1668,right,Hg,196,b,80,b,F,19,f,9,b,Hf,177,f,72,f,22.297172
1669,none,Hg,196,b,80,b,Ne,20,b,10,b,Yb,176,b,70,b,28.541000
1670,right,Hg,196,b,80,b,Ne,20,b,10,b,Lu,176,b,71,f,28.540977
1671,right,Hg,196,b,80,b,Ne,21,f,10,f,Lu,175,f,71,b,28.953629
1672,none,Hg,196,b,80,b,Ne,22,b,10,b,Yb,174,b,70,b,32.990700
1673,right,Hg,196,b,80,b,Na,23,f,11,b,Yb,173,f,70,f,35.162969
1674,none,Hg,196,b,80,b,Mg,26,b,12,b,Er,170,b,68,b,44.451800
1675,none,Hg,196,b,80,b,Ca,46,b,20,b,Nd,150,b,60,b,85.160000
1676,none,Hg,196,b,80,b,Ca,48,b,20,b,Nd,148,b,60,b,90.335400
1677,right,Hg,196,b,80,b,Co,60,b,27,f,Xe,136,b,54,b,116.245804
1678,none,Hg,198,b,80,b,He,4,b,2,b,Pt,194,b,78,b,1.292000
1679,none,Hg,198,b,80,b,B,11,f,5,b,Re,187,f,75,b,1.429800
1680,right,Hg,198,b,80,b,B,11,f,5,b,Os,187,f,76,f,1.429841
1681,none,Hg,198,b,80,b,C,12,b,6,b,W,186,b,74,b,11.606400
1682,right,Hg,198,b,80,b,C,13,f,6,f,Re,185,f,75,b,9.711755
1683,right,Hg,198,b,80,b,N,14,b,7,f,W,184,b,74,b,11.707016
1684,right,Hg,198,b,80,b,N,15,f,7,b,W,183,f,74,f,15.278364
1685,right,Hg,198,b,80,b,O,17,f,8,f,Ta,181,f,73,b,18.337391
1686,none,Hg,198,b,80,b,O,18,b,8,b,Hf,180,b,72,b,19.403000
1687,right,Hg,198,b,80,b,O,18,b,8,b,Ta,180,b,73,f,18.741659
1688,right,Hg,198,b,80,b,F,19,f,9,b,Hf,179,f,72,f,20.842178
1689,none,Hg,198,b,80,b,Ne,22,b,10,b,Yb,176,b,70,b,30.436600
1690,right,Hg,198,b,80,b,Ne,22,b,10,b,Lu,176,b,71,f,30.436568
1691,none,Hg,198,b,80,b,Ca,48,b,20,b,Nd,150,b,60,b,87.306100
1692,none,Hg,199,f,80,f,He,4,b,2,b,Pt,195,f,78,f,0.775900
1693,right,Hg,199,f,80,f,B,11,f,5,b,Os,188,b,76,b,2.776782
1694,right,Hg,199,f,80,f,C,12,b,6,b,Re,187,f,75,b,11.453649
1695,none,Hg,199,f,80,f,C,13,f,6,f,W,186,b,74,b,9.838400
1696,right,Hg,199,f,80,f,N,15,f,7,b,W,184,b,74,b,15.982574
1697,right,Hg,199,f,80,f,O,18,b,8,b,Ta,181,f,73,b,19.669427
1698,right,Hg,199,f,80,f,F,19,f,9,b,Hf,180,b,72,b,21.462554
1699,right,Hg,199,f,80,f,Na,23,f,11,b,Yb,176,b,70,b,33.294392
1700,none,Hg,200,b,80,b,He,4,b,2,b,Pt,196,b,78,b,0.707900
1701,right,Hg,200,b,80,b,B,11,f,5,b,Os,189,f,76,f,0.734947
1702,right,Hg,200,b,80,b,C,13,f,6,f,Re,187,f,75,b,8.411390
1703,right,Hg,200,b,80,b,N,14,b,7,f,W,186,b,74,b,10.024738
1704,right,Hg,201,f,80,f,He,4,b,2,b,Au,197,f,79,b,1.080531
1705,right,Hg,201,f,80,f,B,11,f,5,b,Os,190,b,76,b,2.244899
1706,right,Hg,201,f,80,f,N,15,f,7,b,W,186,b,74,b,14.780015
1707,none,Hg,202,b,80,b,He,4,b,2,b,Pt,198,b,78,b,0.463000
1708,right,Tl,203,f,81,b,He,4,b,2,b,Hg,199,f,80,f,1.371157
1709,none,Tl,203,f,81,b,B,11,f,5,b,Os,192,b,76,b,1.505300
1710,right,Tl,203,f,81,b,C,13,f,6,f,Os,190,b,76,b,9.666112
1711,right,Tl,203,f,81,b,O,17,f,8,f,W,186,b,74,b,17.565182
1712,right,Tl,205,f,81,b,He,4,b,2,b,Hg,201,f,80,f,1.438225
1713,right,Tl,205,f,81,b,C,13,f,6,f,Os,192,b,76,b,9.033628
1714,none,Pb,204,b,82,b,He,4,b,2,b,Hg,200,b,80,b,1.976600
1715,none,Pb,204,b,82,b,B,11,f,5,b,Ir,193,f,77,b,0.450800
1716,none,Pb,204,b,82,b,C,12,b,6,b,Os,192,b,76,b,10.860300
1717,right,Pb,204,b,82,b,C,13,f,6,f,Ir,191,f,77,b,8.257693
1718,right,Pb,204,b,82,b,N,14,b,7,f,Os,190,b,76,b,10.457882
1719,right,Pb,204,b,82,b,N,15,f,7,b,Os,189,f,76,f,13.703208
1720,right,Pb,204,b,82,b,O,17,f,8,f,Re,187,f,75,b,16.743604
1721,none,Pb,204,b,82,b,O,18,b,8,b,W,186,b,74,b,18.228400
1722,none,Pb,206,b,82,b,He,4,b,2,b,Hg,202,b,80,b,1.129900
1723,right,Pb,206,b,82,b,B,11,f,5,b,Pt,195,f,78,f,0.299008
1724,right,Pb,206,b,82,b,C,13,f,6,f,Ir,193,f,77,b,7.276830
1725,right,Pb,206,b,82,b,N,14,b,7,f,Os,192,b,76,b,9.123051
1726,right,Pb,207,f,82,f,He,4,b,2,b,Tl,203,f,81,b,0.897958
1727,right,Pb,207,f,82,f,B,11,f,5,b,Pt,196,b,78,b,1.501566
1728,right,Pb,207,f,82,f,N,15,f,7,b,Os,192,b,76,b,13.394883
1729,none,Pb,208,b,82,b,He,4,b,2,b,Hg,204,b,80,b,0.520700
1730,none,Bi,209,f,83,b,He,4,b,2,b,Tl,205,f,81,b,3.122400
1731,none,Bi,209,f,83,b,B,11,f,5,b,Pt,198,b,78,b,3.336600
1732,right,Bi,209,f,83,b,C,13,f,6,f,Pt,196,b,78,b,11.254310
1733,right,Bi,209,f,83,b,O,17,f,8,f,Os,192,b,76,b,18.511580
