E1,A1,Z1,E2,A2,Z2,E3,A3,Z3,E4,A4,Z4,MeV
Li,7.0,3.0,Dy,158.0,66.0,F,19.0,9.0,Nd,146.0,60.0,26.892234667000594
Li,7.0,3.0,Dy,158.0,66.0,Na,23.0,11.0,Ce,142.0,58.0,38.33284520320012
Li,7.0,3.0,Dy,158.0,66.0,Mg,26.0,12.0,La,139.0,57.0,47.79868824739242
Li,7.0,3.0,Dy,158.0,66.0,Al,27.0,13.0,Ba,138.0,56.0,49.76041482199798
Li,7.0,3.0,Dy,158.0,66.0,P,31.0,15.0,Xe,134.0,54.0,56.638567256421084
Li,7.0,3.0,Dy,158.0,66.0,Cl,35.0,17.0,Te,130.0,52.0,59.99753498099744
Li,7.0,3.0,Dy,158.0,66.0,Cl,37.0,17.0,Te,128.0,52.0,64.6074992819049
Li,7.0,3.0,Dy,158.0,66.0,K,41.0,19.0,Sn,124.0,50.0,67.89660494899726
Li,6.0,3.0,Tb,159.0,65.0,Не,4.0,2.0,Dy,161.0,66.0,10.128135349281365
Li,6.0,3.0,Tb,159.0,65.0,Be,9.0,4.0,Gd,156.0,64.0,5.393350838974584
Li,6.0,3.0,Tb,159.0,65.0,C,13.0,6.0,Sm,152.0,62.0,16.051506331190467
Li,6.0,3.0,Tb,159.0,65.0,O,17.0,8.0,Nd,148.0,60.0,22.786208674195223
Li,6.0,3.0,Tb,159.0,65.0,Si,29.0,14.0,Xe,136.0,54.0,52.50273345239111
Li,7.0,3.0,Tb,159.0,65.0,Н,1.0,1.0,Ho,165.0,67.0,2.6361283030128106
Li,7.0,3.0,Tb,159.0,65.0,Не,4.0,2.0,Dy,162.0,66.0,11.068012896197615
Li,7.0,3.0,Tb,159.0,65.0,Be,9.0,4.0,Gd,157.0,64.0,4.498185008909786
Li,7.0,3.0,Tb,159.0,65.0,C,12.0,6.0,Sm,154.0,62.0,17.64715572449495
Li,7.0,3.0,Tb,159.0,65.0,O,16.0,8.0,Nd,150.0,60.0,23.594745552982204
Li,7.0,3.0,Tb,159.0,65.0,O,18.0,8.0,Nd,148.0,60.0,23.580773141497048
Li,7.0,3.0,Tb,159.0,65.0,Si,30.0,14.0,Xe,136.0,54.0,55.86449565930525
Li,6.0,3.0,Dy,160.0,66.0,B,10.0,5.0,Gd,156.0,64.0,4.5801564896828495
Li,6.0,3.0,Dy,160.0,66.0,B,11.0,5.0,Gd,155.0,64.0,7.508773940091487
Li,6.0,3.0,Dy,160.0,66.0,C,13.0,6.0,Eu,153.0,63.0,14.663580122200074
Li,6.0,3.0,Dy,160.0,66.0,N,14.0,7.0,Sm,152.0,62.0,16.044054378406145
Li,7.0,3.0,Dy,160.0,66.0,Н,1.0,1.0,Er,166.0,68.0,2.4311996010073926
Li,7.0,3.0,Dy,160.0,66.0,B,10.0,5.0,Gd,157.0,64.0,3.6849906596180517
Li,7.0,3.0,Dy,160.0,66.0,B,11.0,5.0,Gd,156.0,64.0,8.783989363000728
Li,7.0,3.0,Dy,160.0,66.0,N,15.0,7.0,Sm,152.0,62.0,19.782140201714355
Li,7.0,3.0,Dy,160.0,66.0,F,19.0,9.0,Nd,148.0,60.0,24.17227189501864
Li,7.0,3.0,Dy,160.0,66.0,P,31.0,15.0,Xe,136.0,54.0,55.750853379111504
Li,7.0,3.0,Dy,160.0,66.0,Cl,37.0,17.0,Te,130.0,52.0,63.564225889887894
Li,6.0,3.0,Dy,161.0,66.0,Н,1.0,1.0,Er,166.0,68.0,3.261160844092956
Li,6.0,3.0,Dy,161.0,66.0,Li,7.0,3.0,Dy,160.0,66.0,0.8299612430855632
Li,6.0,3.0,Dy,161.0,66.0,B,10.0,5.0,Gd,157.0,64.0,4.514951902703615
Li,6.0,3.0,Dy,161.0,66.0,B,11.0,5.0,Gd,156.0,64.0,9.613950606086291
Li,6.0,3.0,Dy,161.0,66.0,N,15.0,7.0,Sm,152.0,62.0,20.61210144479992
Li,6.0,3.0,Dy,161.0,66.0,F,19.0,9.0,Nd,148.0,60.0,25.002233138104202
Li,6.0,3.0,Dy,161.0,66.0,P,31.0,15.0,Xe,136.0,54.0,56.58081462219707
Li,6.0,3.0,Dy,161.0,66.0,Cl,37.0,17.0,Te,130.0,52.0,64.39418713297346
Li,7.0,3.0,Dy,161.0,66.0,Н,1.0,1.0,Er,167.0,68.0,2.5429788930050563
Li,7.0,3.0,Dy,161.0,66.0,Li,6.0,3.0,Dy,162.0,66.0,0.9398775469162501
Li,7.0,3.0,Dy,161.0,66.0,Be,9.0,4.0,Tb,159.0,65.0,5.094341232936131
Li,7.0,3.0,Dy,161.0,66.0,B,10.0,5.0,Gd,158.0,64.0,5.184696160606109
Li,7.0,3.0,Dy,161.0,66.0,B,11.0,5.0,Gd,157.0,64.0,8.718784776021494
Li,7.0,3.0,Dy,161.0,66.0,N,14.0,7.0,Sm,154.0,62.0,16.164217117329827
Li,6.0,3.0,Dy,162.0,66.0,Н,1.0,1.0,Er,167.0,68.0,1.6031013460888062
Li,6.0,3.0,Dy,162.0,66.0,Be,9.0,4.0,Tb,159.0,65.0,4.154463686019881
Li,6.0,3.0,Dy,162.0,66.0,B,10.0,5.0,Gd,158.0,64.0,4.2448186136898585
Li,6.0,3.0,Dy,162.0,66.0,B,11.0,5.0,Gd,157.0,64.0,7.7789072291052435
Li,6.0,3.0,Dy,162.0,66.0,N,14.0,7.0,Sm,154.0,62.0,15.224339570413576
Li,7.0,3.0,Dy,162.0,66.0,Н,1.0,1.0,Er,168.0,68.0,2.1144916070334148
Li,7.0,3.0,Dy,162.0,66.0,Не,4.0,2.0,Ho,165.0,67.0,8.91626152524259
Li,7.0,3.0,Dy,162.0,66.0,B,11.0,5.0,Gd,158.0,64.0,8.448651487007737
Li,7.0,3.0,Dy,162.0,66.0,N,15.0,7.0,Sm,154.0,62.0,18.962425393721787
Li,7.0,3.0,Dy,162.0,66.0,F,19.0,9.0,Nd,150.0,60.0,21.759702176001156
Li,6.0,3.0,Er,162.0,68.0,B,10.0,5.0,Dy,158.0,66.0,6.545609040680574
Li,6.0,3.0,Er,162.0,68.0,N,14.0,7.0,Gd,154.0,64.0,18.596348212391604
Li,6.0,3.0,Er,162.0,68.0,O,17.0,8.0,Eu,151.0,63.0,23.43825454416219
Li,6.0,3.0,Er,162.0,68.0,F,19.0,9.0,Sm,149.0,62.0,26.632347813079832
Li,6.0,3.0,Er,162.0,68.0,Na,23.0,11.0,Nd,145.0,60.0,39.11623174129636
Li,6.0,3.0,Er,162.0,68.0,Si,29.0,14.0,La,139.0,57.0,57.17045038746437
Li,6.0,3.0,Er,162.0,68.0,Si,30.0,14.0,La,138.0,57.0,59.01480870548403
Li,6.0,3.0,Er,162.0,68.0,P,31.0,15.0,Ba,137.0,56.0,60.17731334225391
Li,6.0,3.0,Er,162.0,68.0,Cl,37.0,17.0,Xe,131.0,54.0,67.94597413626616
Li,6.0,3.0,Er,162.0,68.0,K,40.0,19.0,Te,128.0,52.0,70.05580827279482
Li,7.0,3.0,Er,162.0,68.0,B,11.0,5.0,Dy,158.0,66.0,10.749441913998453
Li,7.0,3.0,Er,162.0,68.0,N,14.0,7.0,Gd,155.0,64.0,17.673237559298286
Li,7.0,3.0,Er,162.0,68.0,N,15.0,7.0,Gd,154.0,64.0,22.334434035699815
Li,7.0,3.0,Er,162.0,68.0,O,16.0,8.0,Eu,153.0,63.0,27.04127372300718
Li,7.0,3.0,Er,162.0,68.0,O,18.0,8.0,Eu,151.0,63.0,24.232819011464017
Li,7.0,3.0,Er,162.0,68.0,F,19.0,9.0,Sm,150.0,62.0,27.37661159900017
Li,7.0,3.0,Er,162.0,68.0,Na,23.0,11.0,Nd,146.0,60.0,39.441323182196356
Li,7.0,3.0,Er,162.0,68.0,Al,27.0,13.0,Ce,142.0,58.0,50.51492504298221
Li,7.0,3.0,Er,162.0,68.0,Si,30.0,14.0,La,139.0,57.0,60.53221259440761
Li,7.0,3.0,Er,162.0,68.0,P,31.0,15.0,Ba,138.0,56.0,61.50841841119109
Li,7.0,3.0,Er,162.0,68.0,Cl,35.0,17.0,Xe,134.0,54.0,65.7187717432098
Li,7.0,3.0,Er,162.0,68.0,Cl,37.0,17.0,Xe,132.0,54.0,69.62638949268148
Li,7.0,3.0,Er,162.0,68.0,K,39.0,19.0,Te,130.0,52.0,69.29477759308065
Li,7.0,3.0,Er,162.0,68.0,K,41.0,19.0,Te,128.0,52.0,72.89872826600913
Li,7.0,3.0,Er,162.0,68.0,Sc,45.0,21.0,Sn,124.0,50.0,77.91575548858964
Li,7.0,3.0,Er,162.0,68.0,Ca,46.0,20.0,Sb,123.0,51.0,81.0083159005735
Li,7.0,3.0,Er,162.0,68.0,Ca,48.0,20.0,Sb,121.0,51.0,82.61607471719617
Li,6.0,3.0,Dy,163.0,66.0,Н,1.0,1.0,Er,168.0,68.0,3.0655470830970444
Li,6.0,3.0,Dy,163.0,66.0,Не,4.0,2.0,Ho,165.0,67.0,9.867317001306219
Li,6.0,3.0,Dy,163.0,66.0,Li,7.0,3.0,Dy,162.0,66.0,0.9510554760636296
Li,6.0,3.0,Dy,163.0,66.0,B,11.0,5.0,Gd,158.0,64.0,9.399706963071367
Li,6.0,3.0,Dy,163.0,66.0,N,15.0,7.0,Sm,154.0,62.0,19.913480869785417
Li,6.0,3.0,Dy,163.0,66.0,F,19.0,9.0,Nd,150.0,60.0,22.710757652064785
Li,7.0,3.0,Dy,163.0,66.0,Li,6.0,3.0,Dy,164.0,66.0,0.3902960279083345
Li,7.0,3.0,Dy,163.0,66.0,B,10.0,5.0,Gd,160.0,64.0,4.020328535611043
Li,6.0,3.0,Dy,164.0,66.0,B,10.0,5.0,Gd,160.0,64.0,3.6300325077027082
Li,7.0,3.0,Dy,164.0,66.0,Н,1.0,1.0,Er,170.0,68.0,1.3972411500290036
Li,7.0,3.0,Dy,164.0,66.0,B,11.0,5.0,Gd,160.0,64.0,7.833865381020587
Li,6.0,3.0,Er,164.0,68.0,B,10.0,5.0,Dy,160.0,66.0,6.2009562237071805
Li,6.0,3.0,Er,164.0,68.0,N,14.0,7.0,Gd,156.0,64.0,17.776633404399035
Li,6.0,3.0,Er,164.0,68.0,N,15.0,7.0,Gd,155.0,64.0,20.239503804798005
Li,6.0,3.0,Er,164.0,68.0,O,17.0,8.0,Eu,153.0,63.0,22.75826385122491
Li,6.0,3.0,Er,164.0,68.0,K,40.0,19.0,Te,130.0,52.0,68.66788206380443
Li,7.0,3.0,Er,164.0,68.0,Н,1.0,1.0,Yb,170.0,70.0,2.42188466002699
Li,7.0,3.0,Er,164.0,68.0,B,10.0,5.0,Dy,161.0,66.0,5.370994980621617
Li,7.0,3.0,Er,164.0,68.0,B,11.0,5.0,Dy,160.0,66.0,10.40478909702506
Li,7.0,3.0,Er,164.0,68.0,C,12.0,6.0,Tb,159.0,65.0,18.960562405525707
Li,7.0,3.0,Er,164.0,68.0,N,14.0,7.0,Gd,157.0,64.0,16.881467574334238
Li,7.0,3.0,Er,164.0,68.0,N,15.0,7.0,Gd,156.0,64.0,21.514719227707246
Li,7.0,3.0,Er,164.0,68.0,O,18.0,8.0,Eu,153.0,63.0,23.552828318526736
Li,7.0,3.0,Er,164.0,68.0,F,19.0,9.0,Sm,152.0,62.0,25.53225328103872
Li,7.0,3.0,Er,164.0,68.0,Na,23.0,11.0,Nd,148.0,60.0,36.37670759324101
Li,7.0,3.0,Er,164.0,68.0,Cl,35.0,17.0,Xe,136.0,54.0,64.48640504892683
Li,7.0,3.0,Er,164.0,68.0,Cl,37.0,17.0,Xe,134.0,54.0,68.94080983512686
Li,7.0,3.0,Er,164.0,68.0,K,41.0,19.0,Te,130.0,52.0,71.51080205701874
Li,7.0,3.0,Er,164.0,68.0,Ca,48.0,20.0,Sb,123.0,51.0,82.70922412723303
Li,6.0,3.0,Ho,165.0,67.0,Не,4.0,2.0,Er,167.0,68.0,10.03498593927361
Li,6.0,3.0,Ho,165.0,67.0,Be,9.0,4.0,Dy,162.0,66.0,6.3062150569749065
Li,6.0,3.0,Ho,165.0,67.0,C,13.0,6.0,Gd,158.0,64.0,16.74081196516636
Li,6.0,3.0,Ho,165.0,67.0,O,17.0,8.0,Sm,154.0,62.0,22.618539736198727
Li,6.0,3.0,Ho,165.0,67.0,Ne,21.0,10.0,Nd,150.0,60.0,28.752428384672385
Li,7.0,3.0,Ho,165.0,67.0,Не,4.0,2.0,Er,168.0,68.0,10.54637620021822
Li,7.0,3.0,Ho,165.0,67.0,Be,9.0,4.0,Dy,163.0,66.0,5.355159580911277
Li,7.0,3.0,Ho,165.0,67.0,C,12.0,6.0,Gd,160.0,64.0,17.870714308490278
Li,7.0,3.0,Ho,165.0,67.0,O,18.0,8.0,Sm,154.0,62.0,23.413104203500552
Li,7.0,3.0,Ho,165.0,67.0,Ne,22.0,10.0,Nd,150.0,60.0,31.86641316098394
Li,7.0,3.0,Ho,165.0,67.0,Ca,48.0,20.0,Sn,124.0,50.0,82.62538965820568
Li,6.0,3.0,Er,166.0,68.0,Н,1.0,1.0,Yb,171.0,70.0,1.1373542961082421
Li,6.0,3.0,Er,166.0,68.0,B,10.0,5.0,Dy,162.0,66.0,5.69794940968859
Li,6.0,3.0,Er,166.0,68.0,B,11.0,5.0,Dy,161.0,66.0,8.961904736090219
Li,6.0,3.0,Er,166.0,68.0,C,13.0,6.0,Tb,159.0,65.0,16.042191390210064
Li,6.0,3.0,Er,166.0,68.0,N,14.0,7.0,Gd,158.0,64.0,16.938288714387454
Li,6.0,3.0,Er,166.0,68.0,N,15.0,7.0,Gd,157.0,64.0,20.00663027979317
Li,7.0,3.0,Er,166.0,68.0,Н,1.0,1.0,Yb,172.0,70.0,1.8816180820285808
Li,7.0,3.0,Er,166.0,68.0,Не,4.0,2.0,Tm,169.0,69.0,8.804482233215822
Li,7.0,3.0,Er,166.0,68.0,B,10.0,5.0,Dy,163.0,66.0,4.7468939336249605
Li,7.0,3.0,Er,166.0,68.0,B,11.0,5.0,Dy,162.0,66.0,9.901782283006469
Li,7.0,3.0,Er,166.0,68.0,N,15.0,7.0,Gd,158.0,64.0,20.676374537695665
Li,7.0,3.0,Er,166.0,68.0,F,19.0,9.0,Sm,154.0,62.0,24.20953165902756
Li,7.0,3.0,Er,166.0,68.0,Na,23.0,11.0,Nd,150.0,60.0,33.461131060204934
Li,7.0,3.0,Er,166.0,68.0,Cl,37.0,17.0,Xe,136.0,54.0,68.2673396008031
Li,6.0,3.0,Er,167.0,68.0,Н,1.0,1.0,Yb,172.0,70.0,2.5998000331164803
Li,6.0,3.0,Er,167.0,68.0,Не,4.0,2.0,Tm,169.0,69.0,9.522664184303721
Li,6.0,3.0,Er,167.0,68.0,Li,7.0,3.0,Er,166.0,68.0,0.7181819510878995
Li,6.0,3.0,Er,167.0,68.0,B,10.0,5.0,Dy,163.0,66.0,5.46507588471286
Li,6.0,3.0,Er,167.0,68.0,B,11.0,5.0,Dy,162.0,66.0,10.619964234094368
Li,6.0,3.0,Er,167.0,68.0,N,15.0,7.0,Gd,158.0,64.0,21.394556488783564
Li,6.0,3.0,Er,167.0,68.0,F,19.0,9.0,Sm,154.0,62.0,24.92771361011546
Li,6.0,3.0,Er,167.0,68.0,Na,23.0,11.0,Nd,150.0,60.0,34.179313011292834
Li,6.0,3.0,Er,167.0,68.0,Cl,37.0,17.0,Xe,136.0,54.0,68.985521551891
Li,7.0,3.0,Er,167.0,68.0,Н,1.0,1.0,Yb,173.0,70.0,1.797783613030333
Li,7.0,3.0,Er,167.0,68.0,Li,6.0,3.0,Er,168.0,68.0,0.5113902609446086
Li,7.0,3.0,Er,167.0,68.0,Be,9.0,4.0,Ho,165.0,67.0,5.187490642943885
Li,7.0,3.0,Er,167.0,68.0,B,10.0,5.0,Dy,164.0,66.0,5.8553719126211945
Li,7.0,3.0,Er,167.0,68.0,B,11.0,5.0,Dy,163.0,66.0,9.668908758030739
Li,7.0,3.0,Er,167.0,68.0,N,14.0,7.0,Gd,160.0,64.0,16.48092511133291
Li,6.0,3.0,Er,168.0,68.0,Н,1.0,1.0,Yb,173.0,70.0,1.2863933520857245
Li,6.0,3.0,Er,168.0,68.0,Be,9.0,4.0,Ho,165.0,67.0,4.676100381999277
Li,6.0,3.0,Er,168.0,68.0,B,10.0,5.0,Dy,164.0,66.0,5.343981651676586
Li,6.0,3.0,Er,168.0,68.0,B,11.0,5.0,Dy,163.0,66.0,9.15751849708613
Li,6.0,3.0,Er,168.0,68.0,N,14.0,7.0,Gd,160.0,64.0,15.9695348503883
Li,7.0,3.0,Er,168.0,68.0,Н,1.0,1.0,Yb,174.0,70.0,1.4345009140088223
Li,7.0,3.0,Er,168.0,68.0,B,11.0,5.0,Dy,164.0,66.0,9.547814524994465
Li,7.0,3.0,Er,168.0,68.0,N,15.0,7.0,Gd,160.0,64.0,19.70762067369651
Li,6.0,3.0,Tm,169.0,69.0,Не,4.0,2.0,Yb,171.0,70.0,9.681018181319814
Li,6.0,3.0,Tm,169.0,69.0,Be,9.0,4.0,Er,166.0,68.0,6.417994349001674
Li,6.0,3.0,Tm,169.0,69.0,B,10.0,5.0,Ho,165.0,67.0,5.809728701715358
Li,6.0,3.0,Tm,169.0,69.0,C,12.0,6.0,Dy,163.0,66.0,19.660114474594593
Li,6.0,3.0,Tm,169.0,69.0,C,13.0,6.0,Dy,162.0,66.0,18.305722053191857
Li,6.0,3.0,Tm,169.0,69.0,O,17.0,8.0,Gd,158.0,64.0,24.444268172199372
Li,6.0,3.0,Tm,169.0,69.0,O,18.0,8.0,Gd,157.0,64.0,24.569088381598704
Li,6.0,3.0,Tm,169.0,69.0,Ne,21.0,10.0,Sm,154.0,62.0,31.314037159696454
Li,6.0,3.0,Tm,169.0,69.0,Mg,25.0,12.0,Nd,150.0,60.0,39.98531573658693
Li,7.0,3.0,Tm,169.0,69.0,Н,1.0,1.0,Lu,175.0,71.0,1.5276503240165766
Li,7.0,3.0,Tm,169.0,69.0,Не,4.0,2.0,Yb,172.0,70.0,10.425281967240153
Li,7.0,3.0,Tm,169.0,69.0,Be,9.0,4.0,Er,167.0,68.0,5.6998123979137745
Li,7.0,3.0,Tm,169.0,69.0,B,11.0,5.0,Ho,165.0,67.0,10.013561575033236
Li,7.0,3.0,Tm,169.0,69.0,C,12.0,6.0,Dy,164.0,66.0,20.050410502502928
Li,7.0,3.0,Tm,169.0,69.0,C,13.0,6.0,Dy,163.0,66.0,17.354666577128228
Li,7.0,3.0,Tm,169.0,69.0,O,16.0,8.0,Gd,160.0,64.0,26.379912912030704
Li,7.0,3.0,Tm,169.0,69.0,O,18.0,8.0,Gd,158.0,64.0,25.238832639501197
Li,7.0,3.0,Tm,169.0,69.0,Ne,22.0,10.0,Sm,154.0,62.0,34.42802193603711
Li,7.0,3.0,Tm,169.0,69.0,Mg,26.0,12.0,Nd,150.0,60.0,43.83052338138805
Li,7.0,3.0,Tm,169.0,69.0,Ar,40.0,18.0,Xe,136.0,54.0,75.21814857501886
Li,7.0,3.0,Tm,169.0,69.0,Ca,46.0,20.0,Te,130.0,52.0,83.80279820060241
Li,7.0,3.0,Tm,169.0,69.0,Ca,48.0,20.0,Te,128.0,52.0,86.89163263622322
Li,7.0,3.0,Er,170.0,68.0,Н,1.0,1.0,Yb,176.0,70.0,0.8849193950009067
Li,6.0,3.0,Yb,170.0,70.0,B,10.0,5.0,Er,166.0,68.0,6.210271164687583
Li,6.0,3.0,Yb,170.0,70.0,N,14.0,7.0,Dy,162.0,66.0,18.90374126538518
Li,6.0,3.0,Yb,170.0,70.0,N,15.0,7.0,Dy,161.0,66.0,21.70194954177714
Li,6.0,3.0,Yb,170.0,70.0,O,17.0,8.0,Tb,159.0,65.0,24.146190060215304
Li,6.0,3.0,Yb,170.0,70.0,F,19.0,9.0,Gd,157.0,64.0,25.76605830009794
Li,6.0,3.0,Yb,170.0,70.0,K,40.0,19.0,Xe,136.0,54.0,73.38031071570003
Li,7.0,3.0,Yb,170.0,70.0,Н,1.0,1.0,Hf,176.0,72.0,1.313406681001652
Li,7.0,3.0,Yb,170.0,70.0,B,10.0,5.0,Er,167.0,68.0,5.492089213599684
Li,7.0,3.0,Yb,170.0,70.0,B,11.0,5.0,Er,166.0,68.0,10.414104038005462
Li,7.0,3.0,Yb,170.0,70.0,C,12.0,6.0,Ho,165.0,67.0,19.174806048511527
Li,7.0,3.0,Yb,170.0,70.0,N,14.0,7.0,Dy,163.0,66.0,17.95268578932155
Li,7.0,3.0,Yb,170.0,70.0,N,15.0,7.0,Dy,162.0,66.0,22.64182708869339
Li,7.0,3.0,Yb,170.0,70.0,O,18.0,8.0,Tb,159.0,65.0,24.94075452751713
Li,7.0,3.0,Yb,170.0,70.0,F,19.0,9.0,Gd,158.0,64.0,26.435802558000432
Li,7.0,3.0,Yb,170.0,70.0,Na,23.0,11.0,Sm,154.0,62.0,36.42328229823033
Li,7.0,3.0,Yb,170.0,70.0,Al,27.0,13.0,Nd,150.0,60.0,45.307873023994034
Li,7.0,3.0,Yb,170.0,70.0,K,41.0,19.0,Xe,136.0,54.0,76.22323070891434
Li,6.0,3.0,Yb,171.0,70.0,Н,1.0,1.0,Hf,176.0,72.0,1.9850139270711225
Li,6.0,3.0,Yb,171.0,70.0,Li,7.0,3.0,Yb,170.0,70.0,0.6716072460694704
Li,6.0,3.0,Yb,171.0,70.0,B,10.0,5.0,Er,167.0,68.0,6.163696459669154
Li,6.0,3.0,Yb,171.0,70.0,B,11.0,5.0,Er,166.0,68.0,11.085711284074932
Li,6.0,3.0,Yb,171.0,70.0,C,12.0,6.0,Ho,165.0,67.0,19.846413294580998
Li,6.0,3.0,Yb,171.0,70.0,N,14.0,7.0,Dy,163.0,66.0,18.62429303539102
Li,6.0,3.0,Yb,171.0,70.0,N,15.0,7.0,Dy,162.0,66.0,23.31343433476286
Li,6.0,3.0,Yb,171.0,70.0,O,18.0,8.0,Tb,159.0,65.0,25.6123617735866
Li,6.0,3.0,Yb,171.0,70.0,F,19.0,9.0,Gd,158.0,64.0,27.107409804069903
Li,6.0,3.0,Yb,171.0,70.0,Na,23.0,11.0,Sm,154.0,62.0,37.094889544299804
Li,6.0,3.0,Yb,171.0,70.0,Al,27.0,13.0,Nd,150.0,60.0,45.979480270063505
Li,6.0,3.0,Yb,171.0,70.0,K,41.0,19.0,Xe,136.0,54.0,76.89483795498381
Li,7.0,3.0,Yb,171.0,70.0,Н,1.0,1.0,Hf,177.0,72.0,1.0991630380158313
Li,7.0,3.0,Yb,171.0,70.0,Li,6.0,3.0,Yb,172.0,70.0,0.7442637859203387
Li,7.0,3.0,Yb,171.0,70.0,Be,9.0,4.0,Tm,169.0,69.0,5.541458400897682
Li,7.0,3.0,Yb,171.0,70.0,B,10.0,5.0,Er,168.0,68.0,6.675086720613763
Li,7.0,3.0,Yb,171.0,70.0,B,11.0,5.0,Er,167.0,68.0,10.367529332987033
Li,7.0,3.0,Yb,171.0,70.0,C,13.0,6.0,Ho,165.0,67.0,17.540965397114633
Li,7.0,3.0,Yb,171.0,70.0,N,14.0,7.0,Dy,164.0,66.0,19.014589063299354
Li,7.0,3.0,Yb,171.0,70.0,N,15.0,7.0,Dy,163.0,66.0,22.36237885869923
Li,6.0,3.0,Yb,172.0,70.0,Н,1.0,1.0,Hf,177.0,72.0,0.35489925209549256
Li,6.0,3.0,Yb,172.0,70.0,Be,9.0,4.0,Tm,169.0,69.0,4.797194614977343
Li,6.0,3.0,Yb,172.0,70.0,B,10.0,5.0,Er,168.0,68.0,5.930822934693424
Li,6.0,3.0,Yb,172.0,70.0,B,11.0,5.0,Er,167.0,68.0,9.623265547066694
Li,6.0,3.0,Yb,172.0,70.0,C,13.0,6.0,Ho,165.0,67.0,16.796701611194294
Li,6.0,3.0,Yb,172.0,70.0,N,14.0,7.0,Dy,164.0,66.0,18.270325277379015
Li,6.0,3.0,Yb,172.0,70.0,N,15.0,7.0,Dy,163.0,66.0,21.61811507277889
Li,7.0,3.0,Yb,172.0,70.0,Н,1.0,1.0,Hf,178.0,72.0,0.8103998669830617
Li,7.0,3.0,Yb,172.0,70.0,Не,4.0,2.0,Lu,175.0,71.0,8.450514475203818
Li,7.0,3.0,Yb,172.0,70.0,B,11.0,5.0,Er,168.0,68.0,10.134655808011303
Li,7.0,3.0,Yb,172.0,70.0,N,15.0,7.0,Dy,164.0,66.0,22.008411100687226
Li,7.0,3.0,Yb,172.0,70.0,F,19.0,9.0,Gd,160.0,64.0,25.18760046400712
Li,6.0,3.0,Yb,173.0,70.0,Н,1.0,1.0,Hf,178.0,72.0,1.612416287069209
Li,6.0,3.0,Yb,173.0,70.0,Не,4.0,2.0,Lu,175.0,71.0,9.252530895289965
Li,6.0,3.0,Yb,173.0,70.0,Li,7.0,3.0,Yb,172.0,70.0,0.8020164200861473
Li,6.0,3.0,Yb,173.0,70.0,B,11.0,5.0,Er,168.0,68.0,10.93667222809745
Li,6.0,3.0,Yb,173.0,70.0,N,15.0,7.0,Dy,164.0,66.0,22.810427520773374
Li,6.0,3.0,Yb,173.0,70.0,F,19.0,9.0,Gd,160.0,64.0,25.989616884093266
Li,7.0,3.0,Yb,173.0,70.0,Н,1.0,1.0,Hf,179.0,72.0,0.42848728600074537
Li,7.0,3.0,Yb,173.0,70.0,Не,4.0,2.0,Lu,176.0,71.0,8.34805012421566
Li,7.0,3.0,Yb,173.0,70.0,Li,6.0,3.0,Yb,174.0,70.0,0.14810756192309782
Li,7.0,3.0,Yb,173.0,70.0,B,10.0,5.0,Er,170.0,68.0,5.454829449619865
Li,6.0,3.0,Yb,174.0,70.0,Н,1.0,1.0,Hf,179.0,72.0,0.28037972407764755
Li,6.0,3.0,Yb,174.0,70.0,Не,4.0,2.0,Lu,176.0,71.0,8.199942562292563
Li,6.0,3.0,Yb,174.0,70.0,B,10.0,5.0,Er,170.0,68.0,5.306721887696767
Li,7.0,3.0,Yb,174.0,70.0,Н,1.0,1.0,Hf,180.0,72.0,0.36328269899240695
Li,7.0,3.0,Yb,174.0,70.0,B,11.0,5.0,Er,170.0,68.0,9.510554761014646
Li,6.0,3.0,Hf,174.0,72.0,B,10.0,5.0,Yb,170.0,70.0,7.048615854699165
Li,6.0,3.0,Hf,174.0,72.0,N,14.0,7.0,Er,166.0,68.0,20.254407710395753
Li,6.0,3.0,Hf,174.0,72.0,F,19.0,9.0,Dy,161.0,66.0,28.29972225209349
Li,6.0,3.0,Hf,174.0,72.0,Ne,21.0,10.0,Tb,159.0,65.0,34.08057463669684
Li,6.0,3.0,Hf,174.0,72.0,Na,23.0,11.0,Gd,157.0,64.0,38.81815362931229
Li,6.0,3.0,Hf,174.0,72.0,V,50.0,23.0,Te,130.0,52.0,94.56621252608602
Li,7.0,3.0,Hf,174.0,72.0,Н,1.0,1.0,W,180.0,74.0,1.3599813860200811
Li,7.0,3.0,Hf,174.0,72.0,B,10.0,5.0,Yb,171.0,70.0,6.377008608629694
Li,7.0,3.0,Hf,174.0,72.0,B,11.0,5.0,Yb,170.0,70.0,11.252448728017043
Li,7.0,3.0,Hf,174.0,72.0,C,12.0,6.0,Tm,169.0,69.0,20.413693201495335
Li,7.0,3.0,Hf,174.0,72.0,N,14.0,7.0,Er,167.0,68.0,19.536225759307854
Li,7.0,3.0,Hf,174.0,72.0,N,15.0,7.0,Er,166.0,68.0,23.992493533703964
Li,7.0,3.0,Hf,174.0,72.0,O,16.0,8.0,Ho,165.0,67.0,28.92289180503576
Li,7.0,3.0,Hf,174.0,72.0,F,19.0,9.0,Dy,162.0,66.0,29.23959979900974
Li,7.0,3.0,Hf,174.0,72.0,Ne,22.0,10.0,Tb,159.0,65.0,37.194559413037496
Li,7.0,3.0,Hf,174.0,72.0,Na,23.0,11.0,Gd,158.0,64.0,39.487897887214785
