id,neutrino,id_sub,E1,A1,nBorF1,Z1,aBorF1,E2,A2,nBorF2,Z2,aBorF2,E,A,nBorF,Z,aBorF,MeV
316,left,20,D,2,b,1,f,S,32,b,16,b,S,34,b,16,b,17.056590
317,none,955,D,2,b,1,f,S,33,f,16,f,Cl,35,f,17,b,15.563400
318,right,9,D,2,b,1,f,S,34,b,16,b,Ar,36,b,18,b,13.431211
319,left,22,D,2,b,1,f,Cl,35,f,17,b,Cl,37,f,17,b,15.892223
320,right,10,D,2,b,1,f,Cl,37,f,17,b,K,39,f,19,b,15.168448
321,left,23,D,2,b,1,f,Ar,36,b,18,b,Ar,38,b,18,b,17.628528
322,left,24,D,2,b,1,f,Ar,38,b,18,b,Ar,40,b,18,b,13.453571
323,none,25,D,2,b,1,f,Ar,38,b,18,b,K,40,b,19,f,11.940800
324,right,11,D,2,b,1,f,Ar,38,b,18,b,Ca,40,b,20,b,13.262611
325,right,12,D,2,b,1,f,Ar,40,b,18,b,Ca,42,b,20,b,16.634620
326,left,26,D,2,b,1,f,K,39,f,19,b,K,41,f,19,b,14.886209
327,none,533,D,2,b,1,f,K,40,b,19,f,Ca,42,b,20,b,18.147400
328,none,535,D,2,b,1,f,K,41,f,19,b,Ca,43,f,20,f,15.981600
329,left,28,D,2,b,1,f,Ca,40,b,20,b,Ca,42,b,20,b,16.825580
330,left,30,D,2,b,1,f,Ca,42,b,20,b,Ca,44,b,20,b,16.058960
331,none,142,D,2,b,1,f,Ca,43,f,20,f,Sc,45,f,21,b,15.800900
332,left,32,D,2,b,1,f,Ca,44,b,20,b,Ca,46,b,20,b,14.813553
333,right,13,D,2,b,1,f,Ca,44,b,20,b,Ti,46,b,22,b,15.797206
334,left,33,D,2,b,1,f,Ca,46,b,20,b,Ca,48,b,20,b,14.371093
335,right,15,D,2,b,1,f,Ca,46,b,20,b,Ti,48,b,22,b,18.483635
336,right,17,D,2,b,1,f,Ca,48,b,20,b,Ti,50,b,22,b,20.190133
337,none,995,D,2,b,1,f,Sc,45,f,21,b,Ti,47,f,22,f,17.011900
338,left,35,D,2,b,1,f,Ti,46,b,22,b,Ti,48,b,22,b,17.499982
339,left,37,D,2,b,1,f,Ti,47,f,22,f,Ti,49,f,22,f,16.760375
340,left,39,D,2,b,1,f,Ti,48,b,22,b,Ti,50,b,22,b,16.077590
341,none,1186,D,2,b,1,f,Ti,48,b,22,b,V,50,b,23,f,13.865300
342,right,18,D,2,b,1,f,Ti,48,b,22,b,Cr,50,b,24,b,14.902972
343,none,1188,D,2,b,1,f,Ti,49,f,22,f,V,51,f,23,b,16.758500
344,right,20,D,2,b,1,f,Ti,50,b,22,b,Cr,52,b,24,b,17.118997
345,none,1247,D,2,b,1,f,V,50,b,23,f,Cr,52,b,24,b,19.331300
346,none,1249,D,2,b,1,f,V,51,f,23,b,Cr,53,f,24,f,16.235000
347,left,42,D,2,b,1,f,Cr,50,b,24,b,Cr,52,b,24,b,18.293615
348,left,44,D,2,b,1,f,Cr,52,b,24,b,Cr,54,b,24,b,14.658925
349,right,21,D,2,b,1,f,Cr,52,b,24,b,Fe,54,b,26,b,13.967752
350,none,292,D,2,b,1,f,Cr,53,f,24,f,Mn,55,f,25,b,15.555000
351,right,23,D,2,b,1,f,Cr,54,b,24,b,Fe,56,b,26,b,16.812535
352,none,665,D,2,b,1,f,Mn,55,f,25,b,Fe,57,f,26,f,15.613700
353,left,46,D,2,b,1,f,Fe,54,b,26,b,Fe,56,b,26,b,17.503708
354,left,48,D,2,b,1,f,Fe,56,b,26,b,Fe,58,b,26,b,14.682212
355,right,24,D,2,b,1,f,Fe,56,b,26,b,Ni,58,b,28,b,12.754015
356,none,386,D,2,b,1,f,Fe,57,f,26,f,Co,59,f,27,b,15.188900
357,none,388,D,2,b,1,f,Fe,58,b,26,b,Co,60,b,27,f,12.638500
358,right,26,D,2,b,1,f,Fe,58,b,26,b,Ni,60,b,28,b,15.454417
359,none,278,D,2,b,1,f,Co,59,f,27,b,Ni,61,f,28,f,15.130300
360,none,285,D,2,b,1,f,Co,60,b,27,f,Ni,62,b,28,b,18.222800
361,left,51,D,2,b,1,f,Ni,58,b,28,b,Ni,60,b,28,b,17.382613
362,left,53,D,2,b,1,f,Ni,60,b,28,b,Ni,62,b,28,b,15.406914
363,none,792,D,2,b,1,f,Ni,61,f,28,f,Cu,63,f,29,b,14.490300
364,left,55,D,2,b,1,f,Ni,62,b,28,b,Ni,64,b,28,b,13.495489
365,right,27,D,2,b,1,f,Ni,62,b,28,b,Zn,64,b,30,b,12.390733
366,right,28,D,2,b,1,f,Ni,64,b,28,b,Zn,66,b,30,b,14.916013
367,left,56,D,2,b,1,f,Cu,63,f,29,b,Cu,65,f,29,b,14.821005
368,none,334,D,2,b,1,f,Cu,65,f,29,b,Zn,67,f,30,f,13.729300
369,left,57,D,2,b,1,f,Zn,64,b,30,b,Zn,66,b,30,b,16.020769
370,left,59,D,2,b,1,f,Zn,66,b,30,b,Zn,68,b,30,b,14.237889
371,none,1321,D,2,b,1,f,Zn,67,f,30,f,Ga,69,f,31,b,14.502400
372,left,61,D,2,b,1,f,Zn,68,b,30,b,Zn,70,b,30,b,12.686020
373,right,29,D,2,b,1,f,Zn,68,b,30,b,Ge,70,b,32,b,13.590497
374,right,30,D,2,b,1,f,Zn,70,b,30,b,Ge,72,b,32,b,16.178188
375,left,62,D,2,b,1,f,Ga,69,f,31,b,Ga,71,f,31,b,13.920250
376,none,414,D,2,b,1,f,Ga,71,f,31,b,Ge,73,f,32,f,14.514500
377,left,63,D,2,b,1,f,Ge,70,b,32,b,Ge,72,b,32,b,15.273711
378,left,65,D,2,b,1,f,Ge,72,b,32,b,Ge,74,b,32,b,14.004084
379,right,31,D,2,b,1,f,Ge,72,b,32,b,Se,74,b,34,b,12.793138
380,none,441,D,2,b,1,f,Ge,73,f,32,f,As,75,f,33,b,14.794000
381,left,67,D,2,b,1,f,Ge,74,b,32,b,Ge,76,b,32,b,12.940318
382,right,33,D,2,b,1,f,Ge,74,b,32,b,Se,76,b,34,b,14.925328
383,right,35,D,2,b,1,f,Ge,76,b,32,b,Se,78,b,34,b,16.873082
384,none,62,D,2,b,1,f,As,75,f,33,b,Se,77,f,34,f,14.669200
385,left,68,D,2,b,1,f,Se,74,b,34,b,Se,76,b,34,b,16.136274
386,left,70,D,2,b,1,f,Se,76,b,34,b,Se,78,b,34,b,14.888072
387,right,36,D,2,b,1,f,Se,76,b,34,b,Kr,78,b,36,b,12.074956
388,none,1001,D,2,b,1,f,Se,77,f,34,f,Br,79,f,35,b,14.613300
389,left,72,D,2,b,1,f,Se,78,b,34,b,Se,80,b,34,b,13.914661
390,right,38,D,2,b,1,f,Se,78,b,34,b,Kr,80,b,36,b,14.034820
391,right,39,D,2,b,1,f,Se,80,b,34,b,Kr,82,b,36,b,15.957423
392,left,73,D,2,b,1,f,Br,79,f,35,b,Br,81,f,35,b,15.002646
393,none,110,D,2,b,1,f,Br,81,f,35,b,Kr,83,f,36,f,15.197300
394,left,74,D,2,b,1,f,Kr,78,b,36,b,Kr,80,b,36,b,16.847936
395,left,75,D,2,b,1,f,Kr,80,b,36,b,Kr,82,b,36,b,15.837265
396,left,77,D,2,b,1,f,Kr,82,b,36,b,Kr,84,b,36,b,14.979359
397,right,40,D,2,b,1,f,Kr,82,b,36,b,Sr,84,b,38,b,13.235598
398,none,555,D,2,b,1,f,Kr,83,f,36,f,Rb,85,f,37,b,15.391100
399,left,79,D,2,b,1,f,Kr,84,b,36,b,Kr,86,b,36,b,13.962167
400,right,42,D,2,b,1,f,Kr,84,b,36,b,Sr,86,b,38,b,15.226201
401,right,44,D,2,b,1,f,Kr,86,b,36,b,Sr,88,b,38,b,17.799919
402,left,80,D,2,b,1,f,Rb,85,f,37,b,Rb,87,f,37,b,15.492612
403,none,902,D,2,b,1,f,Rb,85,f,37,b,Sr,87,f,38,f,15.762700
404,right,45,D,2,b,1,f,Rb,87,f,37,b,Y,89,f,39,b,16.629031
405,left,81,D,2,b,1,f,Sr,84,b,38,b,Sr,86,b,38,b,16.969962
406,left,83,D,2,b,1,f,Sr,86,b,38,b,Sr,88,b,38,b,16.535885
407,none,1121,D,2,b,1,f,Sr,87,f,38,f,Y,89,f,39,b,16.358900
408,left,85,D,2,b,1,f,Sr,88,b,38,b,Sr,90,b,38,b,11.533762
409,right,46,D,2,b,1,f,Sr,88,b,38,b,Zr,90,b,40,b,14.337555
410,right,48,D,2,b,1,f,Sr,90,b,38,b,Zr,92,b,40,b,15.688222
411,none,1301,D,2,b,1,f,Y,89,f,39,b,Zr,91,f,40,f,13.303600
412,left,87,D,2,b,1,f,Zr,90,b,40,b,Zr,92,b,40,b,12.884428
413,right,49,D,2,b,1,f,Zr,90,b,40,b,Mo,92,b,42,b,11.300884
414,none,1360,D,2,b,1,f,Zr,91,f,40,f,Nb,93,f,41,b,12.418700
415,left,89,D,2,b,1,f,Zr,92,b,40,b,Zr,94,b,40,b,11.692116
416,right,51,D,2,b,1,f,Zr,92,b,40,b,Mo,94,b,42,b,12.996204
417,left,90,D,2,b,1,f,Zr,94,b,40,b,Zr,96,b,40,b,11.217054
418,right,53,D,2,b,1,f,Zr,94,b,40,b,Mo,96,b,42,b,14.617003
419,right,55,D,2,b,1,f,Zr,96,b,40,b,Mo,98,b,42,b,15.641647
420,none,741,D,2,b,1,f,Nb,93,f,41,b,Mo,95,f,42,f,13.415400
421,left,91,D,2,b,1,f,Mo,92,b,42,b,Mo,94,b,42,b,14.579748
422,left,93,D,2,b,1,f,Mo,94,b,42,b,Mo,96,b,42,b,13.312916
423,right,56,D,2,b,1,f,Mo,94,b,42,b,Ru,96,b,44,b,10.471855
424,left,95,D,2,b,1,f,Mo,95,f,42,f,Mo,97,f,42,f,13.107987
425,left,97,D,2,b,1,f,Mo,96,b,42,b,Mo,98,b,42,b,12.241697
426,right,58,D,2,b,1,f,Mo,96,b,42,b,Ru,98,b,44,b,12.251008
427,right,60,D,2,b,1,f,Mo,97,f,42,f,Ru,99,f,44,f,12.828535
428,left,99,D,2,b,1,f,Mo,98,b,42,b,Mo,100,b,42,b,11.217054
429,right,62,D,2,b,1,f,Mo,98,b,42,b,Ru,100,b,44,b,15.455348
430,right,64,D,2,b,1,f,Mo,100,b,42,b,Ru,102,b,44,b,16.722180
431,left,100,D,2,b,1,f,Ru,96,b,44,b,Ru,98,b,44,b,15.092069
432,left,102,D,2,b,1,f,Ru,98,b,44,b,Ru,100,b,44,b,15.446037
433,left,104,D,2,b,1,f,Ru,99,f,44,f,Ru,101,f,44,f,14.961660
434,left,106,D,2,b,1,f,Ru,100,b,44,b,Ru,102,b,44,b,12.483886
435,right,65,D,2,b,1,f,Ru,100,b,44,b,Pd,102,b,46,b,11.347459
436,none,930,D,2,b,1,f,Ru,101,f,44,f,Rh,103,f,45,b,12.502500
437,left,108,D,2,b,1,f,Ru,102,b,44,b,Ru,104,b,44,b,11.449927
438,right,67,D,2,b,1,f,Ru,102,b,44,b,Pd,104,b,46,b,13.284967
439,right,69,D,2,b,1,f,Ru,104,b,44,b,Pd,106,b,46,b,15.306309
440,none,926,D,2,b,1,f,Rh,103,f,45,b,Pd,105,f,46,f,13.285000
441,left,109,D,2,b,1,f,Pd,102,b,46,b,Pd,104,b,46,b,14.421394
442,left,111,D,2,b,1,f,Pd,104,b,46,b,Pd,106,b,46,b,13.471270
443,right,70,D,2,b,1,f,Pd,104,b,46,b,Cd,106,b,48,b,10.909657
444,none,867,D,2,b,1,f,Pd,105,f,46,f,Ag,107,f,47,b,12.828500
445,left,113,D,2,b,1,f,Pd,106,b,46,b,Pd,108,b,46,b,12.465256
446,right,72,D,2,b,1,f,Pd,106,b,46,b,Cd,108,b,48,b,12.390733
447,left,114,D,2,b,1,f,Pd,108,b,46,b,Pd,110,b,46,b,12.595665
448,right,73,D,2,b,1,f,Pd,108,b,46,b,Cd,110,b,48,b,14.020847
449,right,75,D,2,b,1,f,Pd,110,b,46,b,Cd,112,b,48,b,14.682208
450,left,115,D,2,b,1,f,Ag,107,f,47,b,Ag,109,f,47,b,13.387435
451,none,5,D,2,b,1,f,Ag,109,f,47,b,Cd,111,f,48,f,13.312900
452,left,116,D,2,b,1,f,Cd,106,b,48,b,Cd,108,b,48,b,14.952345
453,left,117,D,2,b,1,f,Cd,108,b,48,b,Cd,110,b,48,b,14.095371
454,left,119,D,2,b,1,f,Cd,110,b,48,b,Cd,112,b,48,b,13.257026
455,right,76,D,2,b,1,f,Cd,110,b,48,b,Sn,112,b,50,b,11.300884
456,left,121,D,2,b,1,f,Cd,111,f,48,f,Cd,113,f,48,f,13.042782
457,none,222,D,2,b,1,f,Cd,111,f,48,f,In,113,f,49,b,13.350200
458,left,123,D,2,b,1,f,Cd,112,b,48,b,Cd,114,b,48,b,12.455941
459,right,78,D,2,b,1,f,Cd,112,b,48,b,Sn,114,b,50,b,10.229666
460,none,224,D,2,b,1,f,Cd,113,f,48,f,In,115,f,49,b,13.638900
461,right,80,D,2,b,1,f,Cd,113,f,48,f,Sn,115,f,50,f,14.141941
462,left,125,D,2,b,1,f,Cd,114,b,48,b,Cd,116,b,48,b,11.794580
463,right,82,D,2,b,1,f,Cd,114,b,48,b,Sn,116,b,50,b,14.495909
464,right,84,D,2,b,1,f,Cd,116,b,48,b,Sn,118,b,50,b,16.135339
465,left,126,D,2,b,1,f,In,113,f,49,b,In,115,f,49,b,13.331546
466,none,519,D,2,b,1,f,In,113,f,49,b,Sn,115,f,50,f,13.834600
467,none,521,D,2,b,1,f,In,115,f,49,b,Sn,117,f,50,f,14.076700
468,left,127,D,2,b,1,f,Sn,112,b,50,b,Sn,114,b,50,b,12.185808
469,left,129,D,2,b,1,f,Sn,114,b,50,b,Sn,116,b,50,b,16.722184
470,left,131,D,2,b,1,f,Sn,115,f,50,f,Sn,117,f,50,f,13.573734
471,left,133,D,2,b,1,f,Sn,116,b,50,b,Sn,118,b,50,b,13.434010
472,left,135,D,2,b,1,f,Sn,117,f,50,f,Sn,119,f,50,f,12.828539
473,left,137,D,2,b,1,f,Sn,118,b,50,b,Sn,120,b,50,b,12.819224
474,right,85,D,2,b,1,f,Sn,118,b,50,b,Te,120,b,52,b,10.602264
475,none,1095,D,2,b,1,f,Sn,119,f,50,f,Sb,121,f,51,b,12.800600
476,left,139,D,2,b,1,f,Sn,120,b,50,b,Sn,122,b,50,b,11.943619
477,right,87,D,2,b,1,f,Sn,120,b,50,b,Te,122,b,52,b,12.325528
478,left,140,D,2,b,1,f,Sn,122,b,50,b,Sn,124,b,50,b,11.431298
479,right,89,D,2,b,1,f,Sn,122,b,50,b,Te,124,b,52,b,13.741399
480,right,91,D,2,b,1,f,Sn,124,b,50,b,Te,126,b,52,b,14.997053
481,left,141,D,2,b,1,f,Sb,121,f,51,b,Sb,123,f,51,b,12.763334
482,none,985,D,2,b,1,f,Sb,121,f,51,b,Te,123,f,52,f,12.735400
483,none,987,D,2,b,1,f,Sb,123,f,51,b,Te,125,f,52,f,12.884400
484,left,142,D,2,b,1,f,Te,120,b,52,b,Te,122,b,52,b,14.542488
485,left,144,D,2,b,1,f,Te,122,b,52,b,Te,124,b,52,b,13.359490
486,right,92,D,2,b,1,f,Te,122,b,52,b,Xe,124,b,54,b,10.229666
487,left,146,D,2,b,1,f,Te,123,f,52,f,Te,125,f,52,f,12.912373
488,left,148,D,2,b,1,f,Te,124,b,52,b,Te,126,b,52,b,12.686952
489,right,94,D,2,b,1,f,Te,124,b,52,b,Xe,126,b,54,b,11.823453
490,none,1162,D,2,b,1,f,Te,125,f,52,f,I,127,f,53,b,13.199300
491,left,150,D,2,b,1,f,Te,126,b,52,b,Te,128,b,52,b,11.768498
492,right,96,D,2,b,1,f,Te,126,b,52,b,Xe,128,b,54,b,12.860206
493,left,151,D,2,b,1,f,Te,128,b,52,b,Te,130,b,52,b,11.282259
494,right,98,D,2,b,1,f,Te,128,b,52,b,Xe,130,b,54,b,14.253721
495,right,100,D,2,b,1,f,Te,130,b,52,b,Xe,132,b,54,b,15.500060
496,none,515,D,2,b,1,f,I,127,f,53,b,Xe,129,f,54,f,12.733500
497,left,152,D,2,b,1,f,Xe,124,b,54,b,Xe,126,b,54,b,14.953277
498,left,153,D,2,b,1,f,Xe,126,b,54,b,Xe,128,b,54,b,13.723705
499,left,155,D,2,b,1,f,Xe,128,b,54,b,Xe,130,b,54,b,13.162014
500,right,101,D,2,b,1,f,Xe,128,b,54,b,Ba,130,b,56,b,10.656291
501,left,157,D,2,b,1,f,Xe,129,f,54,f,Xe,131,f,54,f,12.853689
502,left,159,D,2,b,1,f,Xe,130,b,54,b,Xe,132,b,54,b,12.528598
503,right,103,D,2,b,1,f,Xe,130,b,54,b,Ba,132,b,56,b,11.636222
504,none,1279,D,2,b,1,f,Xe,131,f,54,f,Cs,133,f,55,b,13.133100
505,left,161,D,2,b,1,f,Xe,132,b,54,b,Xe,134,b,54,b,11.984605
506,right,105,D,2,b,1,f,Xe,132,b,54,b,Ba,134,b,56,b,12.998067
507,left,162,D,2,b,1,f,Xe,134,b,54,b,Xe,136,b,54,b,11.437818
508,right,107,D,2,b,1,f,Xe,134,b,54,b,Ba,136,b,56,b,14.102819
509,right,109,D,2,b,1,f,Xe,136,b,54,b,Ba,138,b,56,b,15.195461
510,none,327,D,2,b,1,f,Cs,133,f,55,b,Ba,135,f,56,f,12.688800
511,right,111,D,2,b,1,f,Cs,137,f,55,b,La,139,f,57,b,13.843863
512,left,163,D,2,b,1,f,Ba,130,b,56,b,Ba,132,b,56,b,14.141945
513,left,164,D,2,b,1,f,Ba,132,b,56,b,Ba,134,b,56,b,13.890442
514,left,166,D,2,b,1,f,Ba,134,b,56,b,Ba,136,b,56,b,13.089357
515,right,112,D,2,b,1,f,Ba,134,b,56,b,Ce,136,b,58,b,10.537059
516,left,168,D,2,b,1,f,Ba,135,f,56,f,Ba,137,f,56,f,13.145247
517,left,170,D,2,b,1,f,Ba,136,b,56,b,Ba,138,b,56,b,12.530461
518,none,87,D,2,b,1,f,Ba,136,b,56,b,La,138,b,57,f,10.853800
519,right,114,D,2,b,1,f,Ba,136,b,56,b,Ce,138,b,58,b,11.869096
520,none,89,D,2,b,1,f,Ba,137,f,56,f,La,139,f,57,b,12.670200
521,right,116,D,2,b,1,f,Ba,138,b,56,b,Ce,140,b,58,b,12.381418
522,none,601,D,2,b,1,f,La,138,b,57,f,Ce,140,b,58,b,14.058100
523,right,117,D,2,b,1,f,La,139,f,57,b,Pr,141,f,59,b,11.897041
524,left,173,D,2,b,1,f,Ce,136,b,58,b,Ce,138,b,58,b,14.421394
525,left,174,D,2,b,1,f,Ce,138,b,58,b,Ce,140,b,58,b,13.042782
526,left,175,D,2,b,1,f,Ce,140,b,58,b,Ce,142,b,58,b,10.136521
527,right,118,D,2,b,1,f,Ce,140,b,58,b,Nd,142,b,60,b,11.591511
528,right,120,D,2,b,1,f,Ce,142,b,58,b,Nd,144,b,60,b,12.334843
529,none,889,D,2,b,1,f,Pr,141,f,59,b,Nd,143,f,60,f,11.058700
530,left,177,D,2,b,1,f,Nd,142,b,60,b,Nd,144,b,60,b,10.879853
531,right,121,D,2,b,1,f,Nd,142,b,60,b,Sm,144,b,62,b,9.249734
532,left,179,D,2,b,1,f,Nd,143,f,60,f,Nd,145,f,60,f,10.769937
533,left,181,D,2,b,1,f,Nd,144,b,60,b,Nd,146,b,60,b,10.537063
534,right,123,D,2,b,1,f,Nd,145,f,60,f,Sm,147,f,62,f,10.844452
535,left,183,D,2,b,1,f,Nd,146,b,60,b,Nd,148,b,60,b,9.605569
536,right,125,D,2,b,1,f,Nd,146,b,60,b,Sm,148,b,62,b,11.394034
537,left,184,D,2,b,1,f,Nd,148,b,60,b,Nd,150,b,60,b,9.195712
538,right,127,D,2,b,1,f,Nd,148,b,60,b,Sm,150,b,62,b,12.642236
539,right,128,D,2,b,1,f,Nd,150,b,60,b,Sm,152,b,62,b,14.272351
540,left,186,D,2,b,1,f,Sm,147,f,62,f,Sm,149,f,62,f,10.984180
541,left,188,D,2,b,1,f,Sm,148,b,62,b,Sm,150,b,62,b,10.853771
542,none,1082,D,2,b,1,f,Sm,149,f,62,f,Eu,151,f,63,b,10.620900
543,left,190,D,2,b,1,f,Sm,150,b,62,b,Sm,152,b,62,b,10.825826
544,right,129,D,2,b,1,f,Sm,150,b,62,b,Gd,152,b,64,b,10.788563
545,left,191,D,2,b,1,f,Sm,152,b,62,b,Sm,154,b,62,b,10.788567
546,right,130,D,2,b,1,f,Sm,152,b,62,b,Gd,154,b,64,b,11.990190
547,right,132,D,2,b,1,f,Sm,154,b,62,b,Gd,156,b,64,b,13.052093
548,left,192,D,2,b,1,f,Eu,151,f,63,b,Eu,153,f,63,b,11.990194
549,none,368,D,2,b,1,f,Eu,153,f,63,b,Gd,155,f,64,f,11.524400
550,left,193,D,2,b,1,f,Gd,152,b,64,b,Gd,154,b,64,b,12.027454
551,left,195,D,2,b,1,f,Gd,154,b,64,b,Gd,156,b,64,b,11.850470
552,right,133,D,2,b,1,f,Gd,154,b,64,b,Dy,156,b,66,b,10.304186
553,left,197,D,2,b,1,f,Gd,155,f,64,f,Gd,157,f,64,f,11.878415
554,left,199,D,2,b,1,f,Gd,156,b,64,b,Gd,158,b,64,b,11.272944
555,right,135,D,2,b,1,f,Gd,156,b,64,b,Dy,158,b,66,b,11.403349
556,none,429,D,2,b,1,f,Gd,157,f,64,f,Tb,159,f,65,b,12.195100
557,left,201,D,2,b,1,f,Gd,158,b,64,b,Gd,160,b,64,b,10.322820
558,right,137,D,2,b,1,f,Gd,158,b,64,b,Dy,160,b,66,b,12.455937
559,right,139,D,2,b,1,f,Gd,160,b,64,b,Dy,162,b,66,b,13.741399
560,none,1160,D,2,b,1,f,Tb,159,f,65,b,Dy,161,f,66,f,11.599000
561,left,202,D,2,b,1,f,Dy,156,b,66,b,Dy,158,b,66,b,12.949633
562,left,203,D,2,b,1,f,Dy,158,b,66,b,Dy,160,b,66,b,12.325532
563,left,205,D,2,b,1,f,Dy,160,b,66,b,Dy,162,b,66,b,11.608281
564,right,140,D,2,b,1,f,Dy,160,b,66,b,Er,162,b,68,b,9.437896
565,left,207,D,2,b,1,f,Dy,161,f,66,f,Dy,163,f,66,f,11.487187
566,left,209,D,2,b,1,f,Dy,162,b,66,b,Dy,164,b,66,b,10.937606
567,right,142,D,2,b,1,f,Dy,162,b,66,b,Er,164,b,68,b,10.499799
568,none,344,D,2,b,1,f,Dy,163,f,66,f,Ho,165,f,67,b,11.338100
569,right,144,D,2,b,1,f,Dy,164,b,66,b,Er,166,b,68,b,11.673482
570,none,511,D,2,b,1,f,Ho,165,f,67,b,Er,167,f,68,f,11.505800
571,left,211,D,2,b,1,f,Er,162,b,68,b,Er,164,b,68,b,12.670185
572,left,212,D,2,b,1,f,Er,164,b,68,b,Er,166,b,68,b,12.111288
573,left,214,D,2,b,1,f,Er,166,b,68,b,Er,168,b,68,b,11.291573
574,none,355,D,2,b,1,f,Er,167,f,68,f,Tm,169,f,69,b,10.993500
575,left,216,D,2,b,1,f,Er,168,b,68,b,Er,170,b,68,b,10.220355
576,right,145,D,2,b,1,f,Er,168,b,68,b,Yb,170,b,70,b,10.807193
577,right,147,D,2,b,1,f,Er,170,b,68,b,Yb,172,b,70,b,12.157859
578,none,1245,D,2,b,1,f,Tm,169,f,69,b,Yb,171,f,70,f,11.151800
579,left,218,D,2,b,1,f,Yb,170,b,70,b,Yb,172,b,70,b,11.571022
580,left,220,D,2,b,1,f,Yb,171,f,70,f,Yb,173,f,70,f,11.440613
581,left,222,D,2,b,1,f,Yb,172,b,70,b,Yb,174,b,70,b,10.844456
582,right,148,D,2,b,1,f,Yb,172,b,70,b,Hf,174,b,72,b,9.689400
583,none,1308,D,2,b,1,f,Yb,173,f,70,f,Lu,175,f,71,b,10.723400
584,left,224,D,2,b,1,f,Yb,174,b,70,b,Yb,176,b,70,b,9.670774
585,none,1310,D,2,b,1,f,Yb,174,b,70,b,Lu,176,b,71,f,9.670800
586,right,150,D,2,b,1,f,Yb,174,b,70,b,Hf,176,b,72,b,10.686098
587,right,152,D,2,b,1,f,Yb,176,b,70,b,Hf,178,b,72,b,12.083339
588,none,617,D,2,b,1,f,Lu,175,f,71,b,Hf,177,f,72,f,10.723400
589,none,619,D,2,b,1,f,Lu,176,b,71,f,Hf,178,b,72,b,12.083300
590,left,226,D,2,b,1,f,Hf,174,b,72,b,Hf,176,b,72,b,11.841155
591,left,228,D,2,b,1,f,Hf,176,b,72,b,Hf,178,b,72,b,11.068015
592,left,230,D,2,b,1,f,Hf,177,f,72,f,Hf,179,f,72,f,10.769937
593,left,232,D,2,b,1,f,Hf,178,b,72,b,Hf,180,b,72,b,10.397339
594,none,490,D,2,b,1,f,Hf,178,b,72,b,Ta,180,b,73,f,9.736000
595,right,153,D,2,b,1,f,Hf,178,b,72,b,W,180,b,74,b,10.238981
596,none,492,D,2,b,1,f,Hf,179,f,72,f,Ta,181,f,73,b,11.310200
597,right,155,D,2,b,1,f,Hf,180,b,72,b,W,182,b,74,b,11.775946
598,none,1151,D,2,b,1,f,Ta,180,b,73,f,W,182,b,74,b,12.437300
599,none,1153,D,2,b,1,f,Ta,181,f,73,b,W,183,f,74,f,10.984200
600,left,235,D,2,b,1,f,W,180,b,74,b,W,182,b,74,b,11.934304
601,left,237,D,2,b,1,f,W,182,b,74,b,W,184,b,74,b,10.602268
602,right,156,D,2,b,1,f,W,182,b,74,b,Os,184,b,76,b,9.139818
603,none,1269,D,2,b,1,f,W,183,f,74,f,Re,185,f,75,b,10.593000
604,left,239,D,2,b,1,f,W,184,b,74,b,W,186,b,74,b,10.015427
605,right,158,D,2,b,1,f,W,184,b,74,b,Os,186,b,76,b,10.388020
606,right,160,D,2,b,1,f,W,186,b,74,b,Os,188,b,76,b,11.617592
607,left,240,D,2,b,1,f,Re,185,f,75,b,Re,187,f,75,b,10.397339
608,none,920,D,2,b,1,f,Re,185,f,75,b,Os,187,f,76,f,10.397300
609,none,922,D,2,b,1,f,Re,187,f,75,b,Os,189,f,76,f,11.002800
610,left,241,D,2,b,1,f,Os,184,b,76,b,Os,186,b,76,b,11.850470
611,left,243,D,2,b,1,f,Os,186,b,76,b,Os,188,b,76,b,11.244999
612,left,245,D,2,b,1,f,Os,187,f,76,f,Os,189,f,76,f,11.002810
613,left,247,D,2,b,1,f,Os,188,b,76,b,Os,190,b,76,b,10.686102
614,right,161,D,2,b,1,f,Os,188,b,76,b,Pt,190,b,78,b,9.428581
615,none,844,D,2,b,1,f,Os,189,f,76,f,Ir,191,f,77,b,10.714000
616,left,249,D,2,b,1,f,Os,190,b,76,b,Os,192,b,76,b,10.518433
617,right,163,D,2,b,1,f,Os,190,b,76,b,Pt,192,b,78,b,10.499799
618,right,164,D,2,b,1,f,Os,192,b,76,b,Pt,194,b,78,b,11.831836
619,left,250,D,2,b,1,f,Ir,191,f,77,b,Ir,193,f,77,b,10.872401
620,none,528,D,2,b,1,f,Ir,193,f,77,b,Pt,195,f,78,f,11.701400
621,left,251,D,2,b,1,f,Pt,190,b,78,b,Pt,192,b,78,b,11.757321
622,left,252,D,2,b,1,f,Pt,192,b,78,b,Pt,194,b,78,b,11.850470
623,left,254,D,2,b,1,f,Pt,194,b,78,b,Pt,196,b,78,b,11.113658
624,right,165,D,2,b,1,f,Pt,194,b,78,b,Hg,196,b,80,b,10.330268
625,none,892,D,2,b,1,f,Pt,195,f,78,f,Au,197,f,79,b,11.522600
626,left,256,D,2,b,1,f,Pt,196,b,78,b,Pt,198,b,78,b,10.761553
627,right,167,D,2,b,1,f,Pt,196,b,78,b,Hg,198,b,80,b,11.441540
